codigo_1;sigla_1;asignatura_1;codigo_2;sigla_2;asignatura_2;coordinacion_explicita;dependencia_normativa;coseno_tfidf;similitud_lsa;delta_semantico
101547;CE;CALIDAD Y EMPRESA;101557;GCP;GESTIÓN DE CAZA Y PESCA;0;0;0,0801;0,7723;0,6922
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;0;0;0,0777;0,7696;0,6919
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;0;0;0,2515;0,9420;0,6905
101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0384;0,7287;0,6903
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;0;0;0,2011;0,8901;0,6890
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;0;0;0,1029;0,7918;0,6889
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0039;0,6924;0,6885
101565;TPEU;TECNICAS PARA LA EVALUACIÓN URBANA;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0748;0,7626;0,6878
101547;CE;CALIDAD Y EMPRESA;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0298;0,7171;0,6873
101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0078;0,6948;0,6870
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0118;0,6981;0,6863
101545;EST;ESTADÍSTICA;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0002;0,6862;0,6860
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0072;0,6928;0,6856
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;0;0;0,0248;0,7060;0,6812
101524;QA;QUÍMICA AMBIENTAL;101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;0;0;0,0471;0,7278;0,6807
101526;FF;FUNDAMENTOS DE FÍSICA;101529;EA;ECONOMÍA AMBIENTAL;0;0;0,0120;0,6926;0,6806
101529;EA;ECONOMÍA AMBIENTAL;101545;EST;ESTADÍSTICA;0;0;0,0019;0,6818;0,6799
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0097;0,6888;0,6791
101523;FQ;FUNDAMENTOS DE QUÍMICA;101524;QA;QUÍMICA AMBIENTAL;0;0;0,2495;0,9268;0,6773
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;0;0;0,0157;0,6911;0,6754
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;0;0;0,0187;0,6936;0,6749
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;660006;GEO;GEOLOGÍA;0;0;0,0136;0,6883;0,6747
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;0;0;0,0129;0,6867;0,6738
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0210;0,6947;0,6737
101521;E;ECOLOGÍA;101529;EA;ECONOMÍA AMBIENTAL;0;0;0,0515;0,7230;0,6715
101529;EA;ECONOMÍA AMBIENTAL;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;0;0;0,0289;0,6977;0,6688
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0438;0,7101;0,6663
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;0;0;0,0146;0,6801;0,6655
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101529;EA;ECONOMÍA AMBIENTAL;0;0;0,0112;0,6767;0,6655
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;0;0;0,0341;0,6995;0,6654
101529;EA;ECONOMÍA AMBIENTAL;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;0;0;0,0151;0,6786;0,6635
101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0266;0,6897;0,6631
101529;EA;ECONOMÍA AMBIENTAL;660007;EDAF;EDAFOLOGÍA;0;0;0,0048;0,6649;0,6601
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;101549;GE;GESTIÓN DE ECOSISTEMAS;0;0;0,0819;0,7417;0,6598
101529;EA;ECONOMÍA AMBIENTAL;101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;0;0;0,0390;0,6980;0,6590
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;0;0;0,0166;0,6752;0,6586
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0077;0,6655;0,6578
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101526;FF;FUNDAMENTOS DE FÍSICA;0;0;0,0027;0,6599;0,6572
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101549;GE;GESTIÓN DE ECOSISTEMAS;0;0;0,0594;0,7162;0,6568
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101547;CE;CALIDAD Y EMPRESA;0;0;0,0178;0,6746;0,6568
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;0;0;0,0061;0,6578;0,6517
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;101547;CE;CALIDAD Y EMPRESA;0;0;0,0582;0,7077;0,6495
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;0;0;0,0049;0,6542;0,6493
101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;660007;EDAF;EDAFOLOGÍA;0;0;0,0044;0,6531;0,6487
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101544;CA;CARTOGRAFÍA APLICADA;0;0;0,0289;0,6753;0,6464
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0065;0,6486;0,6421
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0125;0,6538;0,6413
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101563;FA;FISICOQUÍMICA DE AGUAS;0;0;0,0263;0,6664;0,6401
101532;BIA;BASES DE INGENIERIA AMBIENTAL;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0128;0,6514;0,6386
101529;EA;ECONOMÍA AMBIENTAL;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;0;0;0,0398;0,6783;0,6385
101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0075;0,6458;0,6383
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0182;0,6553;0,6371
101524;QA;QUÍMICA AMBIENTAL;101545;EST;ESTADÍSTICA;0;0;0,0028;0,6383;0,6355
101521;E;ECOLOGÍA;101549;GE;GESTIÓN DE ECOSISTEMAS;1;1;0,1880;0,8203;0,6323
101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;101563;FA;FISICOQUÍMICA DE AGUAS;0;0;0,0258;0,6579;0,6321
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0331;0,6635;0,6304
101529;EA;ECONOMÍA AMBIENTAL;101547;CE;CALIDAD Y EMPRESA;0;0;0,0643;0,6918;0,6275
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;101557;GCP;GESTIÓN DE CAZA Y PESCA;0;0;0,0587;0,6836;0,6249
101529;EA;ECONOMÍA AMBIENTAL;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0103;0,6337;0,6234
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;0;0;0,0173;0,6384;0,6211
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;660006;GEO;GEOLOGÍA;0;0;0,0356;0,6523;0,6167
101532;BIA;BASES DE INGENIERIA AMBIENTAL;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;0;0;0,0150;0,6313;0,6163
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0234;0,6396;0,6162
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;660006;GEO;GEOLOGÍA;0;1;0,0186;0,6331;0,6145
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0329;0,6468;0,6139
101529;EA;ECONOMÍA AMBIENTAL;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0198;0,6320;0,6122
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;0;0;0,0022;0,6134;0,6112
101526;FF;FUNDAMENTOS DE FÍSICA;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0306;0,6412;0,6106
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0014;0,6112;0,6098
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;0;0;0,0181;0,6271;0,6090
101529;EA;ECONOMÍA AMBIENTAL;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0035;0,6114;0,6079
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101532;BIA;BASES DE INGENIERIA AMBIENTAL;0;0;0,0164;0,6193;0,6029
101523;FQ;FUNDAMENTOS DE QUÍMICA;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0346;0,6358;0,6012
101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0390;0,6392;0,6002
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;0;0;0,0141;0,6132;0,5991
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101524;QA;QUÍMICA AMBIENTAL;0;0;0,0267;0,6246;0,5979
101549;GE;GESTIÓN DE ECOSISTEMAS;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;0;0;0,0087;0,6064;0,5977
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;0;0;0,0071;0,6045;0,5974
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0134;0,6097;0,5963
101529;EA;ECONOMÍA AMBIENTAL;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0356;0,6302;0,5946
101529;EA;ECONOMÍA AMBIENTAL;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;0;0;0,0095;0,6035;0,5940
101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;101565;TPEU;TECNICAS PARA LA EVALUACIÓN URBANA;0;0;0,3131;0,9053;0,5922
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0749;0,6666;0,5917
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0241;0,6140;0,5899
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;0;0;0,0787;0,6677;0,5890
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;0;0;0,0089;0,5979;0,5890
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101529;EA;ECONOMÍA AMBIENTAL;0;0;0,0135;0,6012;0,5877
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;0;0;0,0256;0,6115;0,5859
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;660007;EDAF;EDAFOLOGÍA;0;0;0,0145;0,5986;0,5841
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101534;CA;CONTAMINACIÓN ATMOSFÉRICA;0;0;0,0517;0,6342;0,5825
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,1067;0,6855;0,5788
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0069;0,5856;0,5787
101549;GE;GESTIÓN DE ECOSISTEMAS;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0188;0,5971;0,5783
101526;FF;FUNDAMENTOS DE FÍSICA;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;0;0;0,0013;0,5794;0,5781
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;0;0;0,0022;0,5796;0,5774
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;0;0;0,0252;0,6016;0,5764
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0115;0,5870;0,5755
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;0;0;0,0190;0,5943;0,5753
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0175;0,5924;0,5749
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0059;0,5800;0,5741
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;0;0;0,0023;0,5755;0,5732
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;0;0;0,0368;0,6097;0,5729
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0156;0,5868;0,5712
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;0;0;0,1481;0,7178;0,5697
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;0;0;0,0174;0,5860;0,5686
101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;660006;GEO;GEOLOGÍA;0;0;0,0153;0,5785;0,5632
101526;FF;FUNDAMENTOS DE FÍSICA;101528;FM;FUNDAMENTOS DE MATEMÁTICAS;0;0;0,0100;0,5729;0,5629
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0216;0,5835;0,5619
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101557;GCP;GESTIÓN DE CAZA Y PESCA;0;0;0,0501;0,6105;0,5604
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;0;0;0,1550;0,7148;0,5598
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;101565;TPEU;TECNICAS PARA LA EVALUACIÓN URBANA;0;0;0,0987;0,6575;0,5588
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101523;FQ;FUNDAMENTOS DE QUÍMICA;0;0;0,0315;0,5898;0,5583
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;660007;EDAF;EDAFOLOGÍA;0;0;0,0324;0,5887;0,5563
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0146;0,5707;0,5561
101521;E;ECOLOGÍA;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0628;0,6171;0,5543
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;0;0;0,0066;0,5603;0,5537
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101528;FM;FUNDAMENTOS DE MATEMÁTICAS;0;0;0,0132;0,5668;0,5536
101529;EA;ECONOMÍA AMBIENTAL;101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;0;0;0,0223;0,5749;0,5526
101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0133;0,5652;0,5519
101521;E;ECOLOGÍA;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0516;0,6021;0,5505
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;101534;CA;CONTAMINACIÓN ATMOSFÉRICA;0;0;0,1565;0,7018;0,5453
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;0;0;0,0181;0,5588;0,5407
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;0;0;0,0757;0,6152;0,5395
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0454;0,5831;0,5377
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101557;GCP;GESTIÓN DE CAZA Y PESCA;0;0;0,0619;0,5986;0,5367
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;0;0;0,0650;0,6007;0,5357
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0120;0,5468;0,5348
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0062;0,5395;0,5333
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;101549;GE;GESTIÓN DE ECOSISTEMAS;0;0;0,0348;0,5668;0,5320
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0212;0,5532;0,5320
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0138;0,5454;0,5316
101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0076;0,5363;0,5287
101520;FB;FUNDAMENTOS DE BIOLOGÍA;660007;EDAF;EDAFOLOGÍA;0;0;0,0555;0,5832;0,5277
101532;BIA;BASES DE INGENIERIA AMBIENTAL;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0327;0,5599;0,5272
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;101549;GE;GESTIÓN DE ECOSISTEMAS;0;0;0,0317;0,5572;0,5255
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;0;0;0,0207;0,5435;0,5228
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;0;0;0,0334;0,5557;0,5223
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0313;0,5536;0,5223
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;660007;EDAF;EDAFOLOGÍA;0;0;0,0098;0,5319;0,5221
101545;EST;ESTADÍSTICA;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0058;0,5250;0,5192
101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0548;0,5730;0,5182
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0064;0,5218;0,5154
101532;BIA;BASES DE INGENIERIA AMBIENTAL;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;0;0;0,0128;0,5277;0,5149
101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;101557;GCP;GESTIÓN DE CAZA Y PESCA;0;0;0,0431;0,5577;0,5146
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;0;1;0,0532;0,5673;0,5141
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;0;0;0,0202;0,5340;0,5138
101529;EA;ECONOMÍA AMBIENTAL;101563;FA;FISICOQUÍMICA DE AGUAS;0;0;0,0290;0,5426;0,5136
101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0257;0,5386;0,5129
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0628;0,5741;0,5113
101521;E;ECOLOGÍA;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;0;0;0,0603;0,5662;0,5059
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;0;0;0,0545;0,5594;0,5049
101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0074;0,5119;0,5045
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;0;0;0,0630;0,5671;0,5041
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101547;CE;CALIDAD Y EMPRESA;0;0;0,0292;0,5317;0,5025
101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0043;0,5047;0,5004
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;0;0;0,0166;0,5167;0,5001
