codigo_1;sigla_1;asignatura_1;codigo_2;sigla_2;asignatura_2;coordinacion_explicita;dependencia_normativa;coseno_tfidf;similitud_lsa;delta_semantico
101520;FB;FUNDAMENTOS DE BIOLOGÍA;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0197;0,5190;0,4993
101524;QA;QUÍMICA AMBIENTAL;101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;0;1;0,0849;0,5823;0,4974
101545;EST;ESTADÍSTICA;101547;CE;CALIDAD Y EMPRESA;0;0;0,0001;0,4936;0,4935
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101549;GE;GESTIÓN DE ECOSISTEMAS;0;0;0,0156;0,5066;0,4910
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;0;0;0,0083;0,4990;0,4907
101523;FQ;FUNDAMENTOS DE QUÍMICA;101529;EA;ECONOMÍA AMBIENTAL;0;0;0,0202;0,5097;0,4895
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101545;EST;ESTADÍSTICA;0;0;0,0000;0,4877;0,4877
101529;EA;ECONOMÍA AMBIENTAL;101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;0;0;0,0097;0,4961;0,4864
101547;CE;CALIDAD Y EMPRESA;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;0;0;0,0450;0,5290;0,4840
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0000;0,4838;0,4838
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;0;0;0,0067;0,4904;0,4837
101544;CA;CARTOGRAFÍA APLICADA;101545;EST;ESTADÍSTICA;0;0;0,0206;0,5036;0,4830
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;101546;EA;EDUCACIÓN AMBIENTAL;0;0;0,0634;0,5452;0,4818
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;0;0;0,0476;0,5290;0,4814
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;0;0;0,0311;0,5107;0,4796
101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;660006;GEO;GEOLOGÍA;0;0;0,0084;0,4874;0,4790
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;0;0;0,0182;0,4934;0,4752
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0169;0,4920;0,4751
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0214;0,4952;0,4738
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101549;GE;GESTIÓN DE ECOSISTEMAS;0;0;0,0224;0,4928;0,4704
101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;660007;EDAF;EDAFOLOGÍA;0;0;0,0038;0,4727;0,4689
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;101565;TPEU;TECNICAS PARA LA EVALUACIÓN URBANA;0;0;0,1898;0,6570;0,4672
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;0;0;0,0043;0,4713;0,4670
101526;FF;FUNDAMENTOS DE FÍSICA;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0009;0,4663;0,4654
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0093;0,4714;0,4621
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;101549;GE;GESTIÓN DE ECOSISTEMAS;0;0;0,0360;0,4975;0,4615
101557;GCP;GESTIÓN DE CAZA Y PESCA;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0304;0,4899;0,4595
101524;QA;QUÍMICA AMBIENTAL;101529;EA;ECONOMÍA AMBIENTAL;0;0;0,0045;0,4628;0,4583
101521;E;ECOLOGÍA;101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;0;0;0,0428;0,5007;0,4579
101526;FF;FUNDAMENTOS DE FÍSICA;101534;CA;CONTAMINACIÓN ATMOSFÉRICA;0;0;0,0090;0,4668;0,4578
101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0029;0,4606;0,4577
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;101563;FA;FISICOQUÍMICA DE AGUAS;0;0;0,0107;0,4656;0,4549
101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;101563;FA;FISICOQUÍMICA DE AGUAS;0;0;0,0049;0,4597;0,4548
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;101545;EST;ESTADÍSTICA;0;0;0,0002;0,4545;0,4543
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;0;0;0,0365;0,4892;0,4527
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0080;0,4592;0,4512
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,3195;0,7694;0,4499
101547;CE;CALIDAD Y EMPRESA;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0080;0,4577;0,4497
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,1016;0,5493;0,4477
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101557;GCP;GESTIÓN DE CAZA Y PESCA;0;0;0,0284;0,4761;0,4477
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;0;0;0,0026;0,4502;0,4476
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;101549;GE;GESTIÓN DE ECOSISTEMAS;0;1;0,0207;0,4674;0,4467
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101532;BIA;BASES DE INGENIERIA AMBIENTAL;0;0;0,0280;0,4746;0,4466
101526;FF;FUNDAMENTOS DE FÍSICA;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;0;0;0,0044;0,4504;0,4460
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;0;0;0,1117;0,5519;0,4402
101547;CE;CALIDAD Y EMPRESA;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0380;0,4764;0,4384
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101549;GE;GESTIÓN DE ECOSISTEMAS;0;0;0,0168;0,4532;0,4364
101555;EV;ECOFISIOLOGÍA VEGETAL;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0080;0,4442;0,4362
101547;CE;CALIDAD Y EMPRESA;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0195;0,4553;0,4358
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101545;EST;ESTADÍSTICA;0;0;0,0055;0,4394;0,4339
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;0;0;0,0099;0,4435;0,4336
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;0;0;0,0487;0,4799;0,4312
101549;GE;GESTIÓN DE ECOSISTEMAS;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0086;0,4398;0,4312
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101563;FA;FISICOQUÍMICA DE AGUAS;0;0;0,0168;0,4474;0,4306
101521;E;ECOLOGÍA;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;1;0;0,0949;0,5250;0,4301
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;0;0;0,0483;0,4775;0,4292
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101565;TPEU;TECNICAS PARA LA EVALUACIÓN URBANA;0;0;0,0340;0,4618;0,4278
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;0;0;0,0139;0,4415;0,4276
101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0155;0,4425;0,4270
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;101546;EA;EDUCACIÓN AMBIENTAL;0;0;0,0620;0,4887;0,4267
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;0;0;0,0668;0,4906;0,4238
101544;CA;CARTOGRAFÍA APLICADA;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0197;0,4420;0,4223
101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;0;0;0,0817;0,5028;0,4211
101545;EST;ESTADÍSTICA;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0000;0,4205;0,4205
101549;GE;GESTIÓN DE ECOSISTEMAS;101557;GCP;GESTIÓN DE CAZA Y PESCA;0;0;0,0983;0,5181;0,4198
101532;BIA;BASES DE INGENIERIA AMBIENTAL;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;0;0;0,0172;0,4367;0,4195
101521;E;ECOLOGÍA;101528;FM;FUNDAMENTOS DE MATEMÁTICAS;0;0;0,0222;0,4414;0,4192
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0051;0,4228;0,4177
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0222;0,4394;0,4172
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;101547;CE;CALIDAD Y EMPRESA;0;0;0,0282;0,4444;0,4162
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0070;0,4226;0,4156
101524;QA;QUÍMICA AMBIENTAL;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;0;0;0,0069;0,4213;0,4144
660006;GEO;GEOLOGÍA;660007;EDAF;EDAFOLOGÍA;0;0;0,0831;0,4953;0,4122
101523;FQ;FUNDAMENTOS DE QUÍMICA;101528;FM;FUNDAMENTOS DE MATEMÁTICAS;0;0;0,0160;0,4270;0,4110
101523;FQ;FUNDAMENTOS DE QUÍMICA;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0099;0,4204;0,4105
101532;BIA;BASES DE INGENIERIA AMBIENTAL;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0074;0,4166;0,4092
101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0107;0,4197;0,4090
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0071;0,4149;0,4078
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;0;0;0,0423;0,4498;0,4075
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;0;0;0,0228;0,4293;0,4065
101524;QA;QUÍMICA AMBIENTAL;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0015;0,4072;0,4057
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;660006;GEO;GEOLOGÍA;0;0;0,0140;0,4147;0,4007
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;0;0;0,0032;0,4037;0,4005
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;0;0;0,0102;0,4091;0,3989
101524;QA;QUÍMICA AMBIENTAL;101528;FM;FUNDAMENTOS DE MATEMÁTICAS;0;0;0,0090;0,4071;0,3981
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;660006;GEO;GEOLOGÍA;0;0;0,0148;0,4127;0,3979
101532;BIA;BASES DE INGENIERIA AMBIENTAL;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0233;0,4202;0,3969
101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0206;0,4167;0,3961
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0483;0,4421;0,3938
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;0;0;0,0076;0,4012;0,3936
101532;BIA;BASES DE INGENIERIA AMBIENTAL;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;0;0;0,0161;0,4092;0,3931
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0307;0,4221;0,3914
101526;FF;FUNDAMENTOS DE FÍSICA;660006;GEO;GEOLOGÍA;0;0;0,0102;0,4006;0,3904
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0106;0,4007;0,3901
101521;E;ECOLOGÍA;101547;CE;CALIDAD Y EMPRESA;0;0;0,0671;0,4556;0,3885
101557;GCP;GESTIÓN DE CAZA Y PESCA;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0343;0,4213;0,3870
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;101557;GCP;GESTIÓN DE CAZA Y PESCA;0;0;0,0171;0,3995;0,3824
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0403;0,4205;0,3802
101523;FQ;FUNDAMENTOS DE QUÍMICA;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;0;0;0,0101;0,3899;0,3798
101532;BIA;BASES DE INGENIERIA AMBIENTAL;101534;CA;CONTAMINACIÓN ATMOSFÉRICA;0;0;0,0531;0,4326;0,3795
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0389;0,4155;0,3766
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0072;0,3837;0,3765
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0039;0,3790;0,3751
101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0068;0,3808;0,3740
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;0;0;0,0240;0,3939;0,3699
101532;BIA;BASES DE INGENIERIA AMBIENTAL;660006;GEO;GEOLOGÍA;0;0;0,0099;0,3784;0,3685
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;0;0;0,0183;0,3791;0,3608
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0089;0,3690;0,3601
101545;EST;ESTADÍSTICA;101549;GE;GESTIÓN DE ECOSISTEMAS;0;0;0,0020;0,3599;0,3579
101549;GE;GESTIÓN DE ECOSISTEMAS;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0172;0,3742;0,3570
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0303;0,3852;0,3549
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0020;0,3563;0,3543
101522;MICRO;MICROBIOLOGÍA;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;0;0;0,0634;0,4167;0,3533
101532;BIA;BASES DE INGENIERIA AMBIENTAL;101547;CE;CALIDAD Y EMPRESA;0;0;0,0180;0,3703;0,3523
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;660006;GEO;GEOLOGÍA;0;0;0,0213;0,3732;0,3519
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;0;0;0,0056;0,3563;0,3507
101546;EA;EDUCACIÓN AMBIENTAL;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0369;0,3855;0,3486
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;0;0;0,0165;0,3651;0,3486
101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0145;0,3620;0,3475
101529;EA;ECONOMÍA AMBIENTAL;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;0;0;0,0085;0,3549;0,3464
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;101545;EST;ESTADÍSTICA;0;0;0,0032;0,3482;0,3450
101532;BIA;BASES DE INGENIERIA AMBIENTAL;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;0;0;0,0130;0,3537;0,3407
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101547;CE;CALIDAD Y EMPRESA;0;0;0,0130;0,3532;0,3402
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;660007;EDAF;EDAFOLOGÍA;0;1;0,0877;0,4278;0,3401
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0204;0,3603;0,3399
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;0;0;0,0292;0,3680;0,3388
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0241;0,3621;0,3380
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;660007;EDAF;EDAFOLOGÍA;0;0;0,0098;0,3471;0,3373
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;0;1;0,0501;0,3844;0,3343
101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0390;0,3723;0,3333
101526;FF;FUNDAMENTOS DE FÍSICA;101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;0;0;0,0140;0,3472;0,3332
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101545;EST;ESTADÍSTICA;0;0;0,0069;0,3401;0,3332
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;101557;GCP;GESTIÓN DE CAZA Y PESCA;0;0;0,0397;0,3703;0,3306
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;101545;EST;ESTADÍSTICA;0;0;0,0128;0,3430;0,3302
101556;BA;BIOTECNOLOGÍA AMBIENTAL;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0473;0,3755;0,3282
101545;EST;ESTADÍSTICA;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0026;0,3291;0,3265
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;660007;EDAF;EDAFOLOGÍA;0;0;0,0165;0,3424;0,3259
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0153;0,3403;0,3250
101545;EST;ESTADÍSTICA;660006;GEO;GEOLOGÍA;0;0;0,0000;0,3241;0,3241
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;0;0;0,0285;0,3510;0,3225
101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0056;0,3266;0,3210
101526;FF;FUNDAMENTOS DE FÍSICA;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0026;0,3223;0,3197
101526;FF;FUNDAMENTOS DE FÍSICA;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;0;0;0,0108;0,3292;0,3184
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;0;0;0,0150;0,3312;0,3162
101521;E;ECOLOGÍA;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0358;0,3519;0,3161
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;660006;GEO;GEOLOGÍA;0;0;0,0053;0,3207;0,3154
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;0;0;0,0085;0,3231;0,3146
101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;660006;GEO;GEOLOGÍA;0;0;0,0131;0,3276;0,3145
101545;EST;ESTADÍSTICA;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;1;0,4622;0,7762;0,3140
101521;E;ECOLOGÍA;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0210;0,3347;0,3137
101521;E;ECOLOGÍA;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;0;0;0,0459;0,3585;0,3126
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101546;EA;EDUCACIÓN AMBIENTAL;0;0;0,0406;0,3509;0,3103
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;0;0;0,0249;0,3344;0,3095
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0066;0,3157;0,3091
101526;FF;FUNDAMENTOS DE FÍSICA;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;0;0;0,0016;0,3101;0,3085
101545;EST;ESTADÍSTICA;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;0;0;0,0321;0,3401;0,3080
101524;QA;QUÍMICA AMBIENTAL;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0042;0,3107;0,3065
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;660007;EDAF;EDAFOLOGÍA;0;0;0,0068;0,3128;0,3060
