codigo_1;sigla_1;asignatura_1;curso_1;cuatrimestre_1;codigo_2;sigla_2;asignatura_2;curso_2;cuatrimestre_2;coordinacion_explicita;dependencia_normativa;coseno_tfidf;similitud_lsa;delta_semantico;u_confluencia;u_solapamiento_sincronico;u_solapamiento_diacronico
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;0;0;0,0256;0,6115;0,5859;1,0000;0,0000;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;660007;EDAF;EDAFOLOGÍA;2;2C;0;0;0,0145;0,5986;0,5841;1,0000;0,0000;0,0000
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;101534;CA;CONTAMINACIÓN ATMOSFÉRICA;3;2C;0;0;0,0517;0,6342;0,5825;1,0000;0,0000;0,0085
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101555;EV;ECOFISIOLOGÍA VEGETAL;4;2C;0;0;0,1067;0,6855;0,5788;1,0000;0,0000;0,2835
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0069;0,5856;0,5787;1,0000;0,0000;0,0000
101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0188;0,5971;0,5783;1,0000;0,0000;0,0000
101526;FF;FUNDAMENTOS DE FÍSICA;1;1C;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;0;0;0,0013;0,5794;0,5781;1,0000;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;3;2C;0;0;0,0022;0,5796;0,5774;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;0;0;0,0252;0,6016;0,5764;1,0000;0,0000;0,0000
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0115;0,5870;0,5755;1,0000;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;0;0;0,0190;0,5943;0,5753;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0175;0,5924;0,5749;1,0000;0,0000;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0059;0,5800;0,5741;1,0000;0,0000;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;3;2C;0;0;0,0023;0,5755;0,5732;1,0000;0,0000;0,0000
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;0;0;0,0368;0,6097;0,5729;1,0000;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0156;0,5868;0,5712;1,0000;0,0000;0,0000
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;3;2C;0;0;0,1481;0,7178;0,5697;1,0000;0,0000;0,4905
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;0;0;0,0174;0,5860;0,5686;1,0000;0,0000;0,0000
101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;660006;GEO;GEOLOGÍA;1;1C;0;0;0,0153;0,5785;0,5632;1,0000;0,0000;0,0000
101526;FF;FUNDAMENTOS DE FÍSICA;1;1C;101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;0;0;0,0100;0,5729;0,5629;1,0000;0,0000;0,0000
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0216;0,5835;0,5619;1,0000;0,0000;0,0000
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;101557;GCP;GESTIÓN DE CAZA Y PESCA;4;2C;0;0;0,0501;0,6105;0,5604;1,0000;0,0000;0,0005
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;0;0;0,1550;0,7148;0,5598;1,0000;0,0000;0,0000
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;101565;TPEU;TECNICAS PARA LA EVALUACIÓN URBANA;4;2C;0;0;0,0987;0,6575;0,5588;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101523;FQ;FUNDAMENTOS DE QUÍMICA;1;1C;0;0;0,0315;0,5898;0,5583;1,0000;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;660007;EDAF;EDAFOLOGÍA;2;2C;0;0;0,0324;0,5887;0,5563;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0146;0,5707;0,5561;1,0000;0,0000;0,0000
101521;E;ECOLOGÍA;2;1C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0628;0,6171;0,5543;1,0000;0,0000;0,0640
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;3;2C;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;0;0;0,0066;0,5603;0,5537;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;0;0;0,0132;0,5668;0,5536;1,0000;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;3;1C;0;0;0,0223;0,5749;0,5526;1,0000;0,0000;0,0000
101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;3;1C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0133;0,5652;0,5519;1,0000;0,0000;0,0000
101521;E;ECOLOGÍA;2;1C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0516;0,6021;0,5505;1,0000;0,0000;0,0080
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;101534;CA;CONTAMINACIÓN ATMOSFÉRICA;3;2C;0;0;0,1565;0,7018;0,5453;1,0000;0,0000;0,5325
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;0;0;0,0181;0,5588;0,5407;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;3;1C;0;0;0,0757;0,6152;0,5395;1,0000;0,0000;0,1285
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0454;0,5831;0,5377;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101557;GCP;GESTIÓN DE CAZA Y PESCA;4;2C;0;0;0,0619;0,5986;0,5367;1,0000;0,0000;0,0595
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;0;0;0,0650;0,6007;0,5357;1,0000;0,0000;0,0750
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0120;0,5468;0,5348;1,0000;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0062;0,5395;0,5333;1,0000;0,0000;0,0000
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;0;0;0,0348;0,5668;0,5320;1,0000;0,0000;0,0000
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0212;0,5532;0,5320;1,0000;0,0000;0,0000
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0138;0,5454;0,5316;1,0000;0,0000;0,0000
101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0076;0,5363;0,5287;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;660007;EDAF;EDAFOLOGÍA;2;2C;0;0;0,0555;0,5832;0,5277;1,0000;0,0000;0,0275
101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0327;0,5599;0,5272;1,0000;0,0000;0,0000
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;0;0;0,0317;0,5572;0,5255;1,0000;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;0;0;0,0207;0,5435;0,5228;1,0000;0,0000;0,0000
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;0;0;0,0334;0,5557;0,5223;1,0000;0,0000;0,0000
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0313;0,5536;0,5223;1,0000;0,0000;0,0000
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;3;2C;660007;EDAF;EDAFOLOGÍA;2;2C;0;0;0,0098;0,5319;0,5221;1,0000;0,0000;0,0000
101545;EST;ESTADÍSTICA;1;2C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0058;0,5250;0,5192;1,0000;0,0000;0,0000
101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;3;2C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0548;0,5730;0,5182;1,0000;0,0000;0,0240
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101555;EV;ECOFISIOLOGÍA VEGETAL;4;2C;0;0;0,0064;0,5218;0,5154;1,0000;0,0000;0,0000
101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;0;0;0,0128;0,5277;0,5149;1,0000;0,0000;0,0000
101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;101557;GCP;GESTIÓN DE CAZA Y PESCA;4;2C;0;0;0,0431;0,5577;0,5146;1,0000;0,0000;0,0000
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;0;0;0,0532;0,5673;0,5141;1,0000;0,0160;0,0000
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;3;1C;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;0;0;0,0202;0,5340;0,5138;1,0000;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101563;FA;FISICOQUÍMICA DE AGUAS;4;2C;0;0;0,0290;0,5426;0,5136;1,0000;0,0000;0,0000
101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;3;2C;101555;EV;ECOFISIOLOGÍA VEGETAL;4;2C;0;0;0,0257;0,5386;0,5129;1,0000;0,0000;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;101555;EV;ECOFISIOLOGÍA VEGETAL;4;2C;0;0;0,0628;0,5741;0,5113;1,0000;0,0000;0,0640
101521;E;ECOLOGÍA;2;1C;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;0;0;0,0603;0,5662;0,5059;1,0000;0,0000;0,0515
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;0;0;0,0545;0,5594;0,5049;1,0000;0,0225;0,0000
101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;4;1C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0074;0,5119;0,5045;1,0000;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;0;0;0,0630;0,5671;0,5041;1,0000;0,0000;0,0650
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101547;CE;CALIDAD Y EMPRESA;4;1C;0;0;0,0292;0,5317;0,5025;1,0000;0,0000;0,0000
101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0043;0,5047;0,5004;1,0000;0,0000;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;0;0;0,0166;0,5167;0,5001;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0197;0,5190;0,4993;0,9986;0,0000;0,0000
101524;QA;QUÍMICA AMBIENTAL;2;1C;101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;3;2C;0;0;0,0849;0,5823;0,4974;0,9948;0,0000;0,1745
101545;EST;ESTADÍSTICA;1;2C;101547;CE;CALIDAD Y EMPRESA;4;1C;0;0;0,0001;0,4936;0,4935;0,9870;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;0;0;0,0156;0,5066;0,4910;0,9820;0,0000;0,0000
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;0;0;0,0083;0,4990;0,4907;0,9814;0,0000;0,0000
101523;FQ;FUNDAMENTOS DE QUÍMICA;1;1C;101529;EA;ECONOMÍA AMBIENTAL;2;2C;0;0;0,0202;0,5097;0,4895;0,9790;0,0000;0,0000
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;101545;EST;ESTADÍSTICA;1;2C;0;0;0,0000;0,4877;0,4877;0,9754;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;3;1C;0;0;0,0097;0,4961;0,4864;0,9728;0,0000;0,0000
101547;CE;CALIDAD Y EMPRESA;4;1C;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;0;0;0,0450;0,5290;0,4840;0,9680;0,0000;0,0000
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;3;1C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0000;0,4838;0,4838;0,9676;0,0000;0,0000
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;4;1C;0;0;0,0067;0,4904;0,4837;0,9674;0,0000;0,0000
101544;CA;CARTOGRAFÍA APLICADA;1;2C;101545;EST;ESTADÍSTICA;1;2C;0;0;0,0206;0,5036;0,4830;0,9660;0,0000;0,0000
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;101546;EA;EDUCACIÓN AMBIENTAL;4;1C;0;0;0,0634;0,5452;0,4818;0,9636;0,0000;0,0670
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;0;0;0,0476;0,5290;0,4814;0,9628;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;0;0;0,0311;0,5107;0,4796;0,9592;0,0000;0,0000
101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;660006;GEO;GEOLOGÍA;1;1C;0;0;0,0084;0,4874;0,4790;0,9580;0,0000;0,0000
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;0;0;0,0182;0,4934;0,4752;0,9504;0,0000;0,0000
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0169;0,4920;0,4751;0,9502;0,0000;0,0000
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0214;0,4952;0,4738;0,9476;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;0;0;0,0224;0,4928;0,4704;0,9408;0,0000;0,0000
101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;660007;EDAF;EDAFOLOGÍA;2;2C;0;0;0,0038;0,4727;0,4689;0,9378;0,0000;0,0000
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;101565;TPEU;TECNICAS PARA LA EVALUACIÓN URBANA;4;2C;0;0;0,1898;0,6570;0,4672;0,9344;0,0000;0,6990
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;3;1C;0;0;0,0043;0,4713;0,4670;0,9340;0,0000;0,0000
101526;FF;FUNDAMENTOS DE FÍSICA;1;1C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0009;0,4663;0,4654;0,9308;0,0000;0,0000
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0093;0,4714;0,4621;0,9242;0,0000;0,0000
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;0;0;0,0360;0,4975;0,4615;0,9230;0,0000;0,0000
101557;GCP;GESTIÓN DE CAZA Y PESCA;4;2C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0304;0,4899;0,4595;0,9190;0,0000;0,0000
101524;QA;QUÍMICA AMBIENTAL;2;1C;101529;EA;ECONOMÍA AMBIENTAL;2;2C;0;0;0,0045;0,4628;0,4583;0,9166;0,0000;0,0000
101521;E;ECOLOGÍA;2;1C;101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;0;0;0,0428;0,5007;0,4579;0,9158;0,0000;0,0000
101526;FF;FUNDAMENTOS DE FÍSICA;1;1C;101534;CA;CONTAMINACIÓN ATMOSFÉRICA;3;2C;0;0;0,0090;0,4668;0,4578;0,9156;0,0000;0,0000
101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;101555;EV;ECOFISIOLOGÍA VEGETAL;4;2C;0;0;0,0029;0,4606;0,4577;0,9154;0,0000;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;101563;FA;FISICOQUÍMICA DE AGUAS;4;2C;0;0;0,0107;0,4656;0,4549;0,9098;0,0000;0,0000
101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;101563;FA;FISICOQUÍMICA DE AGUAS;4;2C;0;0;0,0049;0,4597;0,4548;0,9096;0,0000;0,0000
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;101545;EST;ESTADÍSTICA;1;2C;0;0;0,0002;0,4545;0,4543;0,9086;0,0000;0,0000
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;0;0;0,0365;0,4892;0,4527;0,9054;0,0000;0,0000
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0080;0,4592;0,4512;0,9024;0,0000;0,0000
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;4;1C;0;0;0,3195;0,7694;0,4499;0,8998;0,0000;1,0000
101547;CE;CALIDAD Y EMPRESA;4;1C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0080;0,4577;0,4497;0,8994;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101557;GCP;GESTIÓN DE CAZA Y PESCA;4;2C;0;0;0,0284;0,4761;0,4477;0,8954;0,0000;0,0000
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;3;2C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,1016;0,5493;0,4477;0,8954;0,0000;0,2580
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;3;1C;0;0;0,0026;0,4502;0,4476;0,8952;0,0000;0,0000
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;0;0;0,0207;0,4674;0,4467;0,8934;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;0;0;0,0280;0,4746;0,4466;0,8932;0,0000;0,0000
101526;FF;FUNDAMENTOS DE FÍSICA;1;1C;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;0;0;0,0044;0,4504;0,4460;0,8920;0,0000;0,0000
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;0;0;0,1117;0,5519;0,4402;0,8804;0,3085;0,0000
101547;CE;CALIDAD Y EMPRESA;4;1C;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;4;1C;0;0;0,0380;0,4764;0,4384;0,8768;0,0000;0,0000
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;0;0;0,0168;0,4532;0,4364;0,8728;0,0000;0,0000
101555;EV;ECOFISIOLOGÍA VEGETAL;4;2C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0080;0,4442;0,4362;0,8724;0,0000;0,0000
101547;CE;CALIDAD Y EMPRESA;4;1C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0195;0,4553;0,4358;0,8716;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101545;EST;ESTADÍSTICA;1;2C;0;0;0,0055;0,4394;0,4339;0,8678;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;0;0;0,0099;0,4435;0,4336;0,8672;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;0;0;0,0487;0,4799;0,4312;0,8624;0,0000;0,0000
