codigo_1;sigla_1;asignatura_1;curso_1;cuatrimestre_1;codigo_2;sigla_2;asignatura_2;curso_2;cuatrimestre_2;coordinacion_explicita;dependencia_normativa;coseno_tfidf;similitud_lsa;delta_semantico;u_confluencia;u_solapamiento_sincronico;u_solapamiento_diacronico
101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0059;0,7444;0,7385;1,0000;0,0000;0,0000
101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;3;1C;660007;EDAF;EDAFOLOGÍA;2;2C;0;0;0,0686;0,8068;0,7382;1,0000;0,0000;0,0930
101545;EST;ESTADÍSTICA;1;2C;101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;3;1C;0;0;0,0393;0,7766;0,7373;1,0000;0,0000;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;101545;EST;ESTADÍSTICA;1;2C;0;0;0,0000;0,7358;0,7358;1,0000;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;0;0;0,0183;0,7540;0,7357;1,0000;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101529;EA;ECONOMÍA AMBIENTAL;2;2C;0;0;0,0060;0,7414;0,7354;1,0000;0,0000;0,0000
101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;3;2C;660006;GEO;GEOLOGÍA;1;1C;0;0;0,2219;0,9569;0,7350;1,0000;0,0000;0,8595
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;0;0;0,0040;0,7384;0,7344;1,0000;0,0000;0,0000
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;0;0;0,0194;0,7537;0,7343;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;0;0;0,1050;0,8351;0,7301;1,0000;0,0000;0,0000
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;101555;EV;ECOFISIOLOGÍA VEGETAL;4;2C;0;0;0,0182;0,7463;0,7281;1,0000;0,0000;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0036;0,7294;0,7258;1,0000;0,0000;0,0000
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;4;1C;0;0;0,0145;0,7377;0,7232;1,0000;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;0;0;0,0863;0,8090;0,7227;1,0000;0,0000;0,1815
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;0;0;0,0389;0,7604;0,7215;1,0000;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;0;0;0,0303;0,7513;0,7210;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;3;1C;0;0;0,0255;0,7453;0,7198;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;0;0;0,0252;0,7444;0,7192;1,0000;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;0;0;0,0122;0,7309;0,7187;1,0000;0,0000;0,0000
101545;EST;ESTADÍSTICA;1;2C;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;0;0;0,0170;0,7355;0,7185;1,0000;0,0000;0,0000
101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;3;2C;101559;CPMP;CONTAMINACIÓN POR METALES PESADOS;4;2C;0;0;0,2391;0,9573;0,7182;1,0000;0,0000;0,9455
101524;QA;QUÍMICA AMBIENTAL;2;1C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0433;0,7598;0,7165;1,0000;0,0000;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;101547;CE;CALIDAD Y EMPRESA;4;1C;0;0;0,0141;0,7301;0,7160;1,0000;0,0000;0,0000
101523;FQ;FUNDAMENTOS DE QUÍMICA;1;1C;101545;EST;ESTADÍSTICA;1;2C;0;0;0,0031;0,7189;0,7158;1,0000;0,0000;0,0000
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;0;0;0,0066;0,7191;0,7125;1,0000;0,0000;0,0000
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;101557;GCP;GESTIÓN DE CAZA Y PESCA;4;2C;0;0;0,0918;0,8042;0,7124;1,0000;0,0000;0,2090
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0114;0,7175;0,7061;1,0000;0,0000;0,0000
101545;EST;ESTADÍSTICA;1;2C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0017;0,7057;0,7040;1,0000;0,0000;0,0000
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;4;1C;0;0;0,0545;0,7553;0,7008;1,0000;0,0225;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0197;0,7204;0,7007;1,0000;0,0000;0,0000
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;101544;CA;CARTOGRAFÍA APLICADA;1;2C;0;0;0,0988;0,7984;0,6996;1,0000;0,0000;0,2440
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0190;0,7151;0,6961;1,0000;0,0000;0,0000
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;101545;EST;ESTADÍSTICA;1;2C;0;0;0,0140;0,7095;0,6955;1,0000;0,0000;0,0000
101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0000;0,6945;0,6945;1,0000;0,0000;0,0000
101547;CE;CALIDAD Y EMPRESA;4;1C;101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;0;0;0,1684;0,8619;0,6935;1,0000;0,0000;0,5920
101526;FF;FUNDAMENTOS DE FÍSICA;1;1C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0295;0,7222;0,6927;1,0000;0,0000;0,0000
101545;EST;ESTADÍSTICA;1;2C;660007;EDAF;EDAFOLOGÍA;2;2C;0;0;0,0000;0,6927;0,6927;1,0000;0,0000;0,0000
101547;CE;CALIDAD Y EMPRESA;4;1C;101557;GCP;GESTIÓN DE CAZA Y PESCA;4;2C;0;0;0,0801;0,7723;0,6922;1,0000;0,0000;0,0000
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;3;1C;0;0;0,0777;0,7696;0,6919;1,0000;0,1385;0,0000
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;3;2C;101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;3;2C;0;0;0,2515;0,9420;0,6905;1,0000;1,0000;0,0000
101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0384;0,7287;0,6903;1,0000;0,0000;0,0000
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;0;0;0,2011;0,8901;0,6890;1,0000;0,0000;0,7555
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;4;1C;0;0;0,1029;0,7918;0,6889;1,0000;0,0000;0,2645
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0039;0,6924;0,6885;1,0000;0,0000;0,0000
101565;TPEU;TECNICAS PARA LA EVALUACIÓN URBANA;4;2C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0748;0,7626;0,6878;1,0000;0,0000;0,0000
101547;CE;CALIDAD Y EMPRESA;4;1C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0298;0,7171;0,6873;1,0000;0,0000;0,0000
101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;4;1C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0078;0,6948;0,6870;1,0000;0,0000;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0118;0,6981;0,6863;1,0000;0,0000;0,0000
101545;EST;ESTADÍSTICA;1;2C;101555;EV;ECOFISIOLOGÍA VEGETAL;4;2C;0;0;0,0002;0,6862;0,6860;1,0000;0,0000;0,0000
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;3;2C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0072;0,6928;0,6856;1,0000;0,0000;0,0000
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;0;0;0,0248;0,7060;0,6812;1,0000;0,0000;0,0000
101524;QA;QUÍMICA AMBIENTAL;2;1C;101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;0;0;0,0471;0,7278;0,6807;1,0000;0,0000;0,0000
101526;FF;FUNDAMENTOS DE FÍSICA;1;1C;101529;EA;ECONOMÍA AMBIENTAL;2;2C;0;0;0,0120;0,6926;0,6806;1,0000;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101545;EST;ESTADÍSTICA;1;2C;0;0;0,0019;0,6818;0,6799;1,0000;0,0000;0,0000
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;3;2C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0097;0,6888;0,6791;1,0000;0,0000;0,0000
101523;FQ;FUNDAMENTOS DE QUÍMICA;1;1C;101524;QA;QUÍMICA AMBIENTAL;2;1C;0;0;0,2495;0,9268;0,6773;1,0000;0,0000;0,9975
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;0;0;0,0157;0,6911;0,6754;1,0000;0,0000;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;0;0;0,0187;0,6936;0,6749;1,0000;0,0000;0,0000
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;660006;GEO;GEOLOGÍA;1;1C;0;0;0,0136;0,6883;0,6747;1,0000;0,0000;0,0000
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;0;0;0,0129;0,6867;0,6738;1,0000;0,0000;0,0000
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0210;0,6947;0,6737;1,0000;0,0000;0,0000
101521;E;ECOLOGÍA;2;1C;101529;EA;ECONOMÍA AMBIENTAL;2;2C;0;0;0,0515;0,7230;0,6715;1,0000;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;0;0;0,0289;0,6977;0,6688;1,0000;0,0000;0,0000
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0438;0,7101;0,6663;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;0;0;0,0146;0,6801;0,6655;1,0000;0,0000;0,0000
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;101529;EA;ECONOMÍA AMBIENTAL;2;2C;0;0;0,0112;0,6767;0,6655;1,0000;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;0;0;0,0341;0,6995;0,6654;1,0000;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;0;0;0,0151;0,6786;0,6635;1,0000;0,0000;0,0000
101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0266;0,6897;0,6631;1,0000;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;660007;EDAF;EDAFOLOGÍA;2;2C;0;0;0,0048;0,6649;0,6601;1,0000;0,0000;0,0000
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;0;0;0,0819;0,7417;0,6598;1,0000;0,0000;0,1595
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;3;2C;0;0;0,0390;0,6980;0,6590;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;0;0;0,0166;0,6752;0,6586;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0077;0,6655;0,6578;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101526;FF;FUNDAMENTOS DE FÍSICA;1;1C;0;0;0,0027;0,6599;0,6572;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101547;CE;CALIDAD Y EMPRESA;4;1C;0;0;0,0178;0,6746;0,6568;1,0000;0,0000;0,0000
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;0;0;0,0594;0,7162;0,6568;1,0000;0,0000;0,0470
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;3;2C;0;0;0,0061;0,6578;0,6517;1,0000;0,0000;0,0000
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;101547;CE;CALIDAD Y EMPRESA;4;1C;0;0;0,0582;0,7077;0,6495;1,0000;0,0410;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;4;1C;0;0;0,0049;0,6542;0,6493;1,0000;0,0000;0,0000
101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;660007;EDAF;EDAFOLOGÍA;2;2C;0;0;0,0044;0,6531;0,6487;1,0000;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101544;CA;CARTOGRAFÍA APLICADA;1;2C;0;0;0,0289;0,6753;0,6464;1,0000;0,0000;0,0000
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0065;0,6486;0,6421;1,0000;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0125;0,6538;0,6413;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101563;FA;FISICOQUÍMICA DE AGUAS;4;2C;0;0;0,0263;0,6664;0,6401;1,0000;0,0000;0,0000
101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0128;0,6514;0,6386;1,0000;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;0;0;0,0398;0,6783;0,6385;1,0000;0,0000;0,0000
101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;4;1C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0075;0,6458;0,6383;1,0000;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0182;0,6553;0,6371;1,0000;0,0000;0,0000
101524;QA;QUÍMICA AMBIENTAL;2;1C;101545;EST;ESTADÍSTICA;1;2C;0;0;0,0028;0,6383;0,6355;1,0000;0,0000;0,0000
101521;E;ECOLOGÍA;2;1C;101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;1;1;0,1880;0,8203;0,6323;1,0000;0,0000;0,0000
101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;101563;FA;FISICOQUÍMICA DE AGUAS;4;2C;0;0;0,0258;0,6579;0,6321;1,0000;0,0000;0,0000
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;3;1C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0331;0,6635;0,6304;1,0000;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101547;CE;CALIDAD Y EMPRESA;4;1C;0;0;0,0643;0,6918;0,6275;1,0000;0,0000;0,0715
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;101557;GCP;GESTIÓN DE CAZA Y PESCA;4;2C;0;0;0,0587;0,6836;0,6249;1,0000;0,0000;0,0435
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0103;0,6337;0,6234;1,0000;0,0000;0,0000
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;0;0;0,0173;0,6384;0,6211;1,0000;0,0000;0,0000
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;660006;GEO;GEOLOGÍA;1;1C;0;0;0,0356;0,6523;0,6167;1,0000;0,0000;0,0000
101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;0;0;0,0150;0,6313;0,6163;1,0000;0,0000;0,0000
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0234;0,6396;0,6162;1,0000;0,0000;0,0000
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;660006;GEO;GEOLOGÍA;1;1C;0;0;0,0186;0,6331;0,6145;1,0000;0,0000;0,0000
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0329;0,6468;0,6139;1,0000;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0198;0,6320;0,6122;1,0000;0,0000;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;0;0;0,0022;0,6134;0,6112;1,0000;0,0000;0,0000
101526;FF;FUNDAMENTOS DE FÍSICA;1;1C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0306;0,6412;0,6106;1,0000;0,0000;0,0000
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;3;2C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0014;0,6112;0,6098;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;0;0;0,0181;0,6271;0,6090;1,0000;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101555;EV;ECOFISIOLOGÍA VEGETAL;4;2C;0;0;0,0035;0,6114;0,6079;1,0000;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;0;0;0,0164;0,6193;0,6029;1,0000;0,0000;0,0000
101523;FQ;FUNDAMENTOS DE QUÍMICA;1;1C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0346;0,6358;0,6012;1,0000;0,0000;0,0000
101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;3;2C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0390;0,6392;0,6002;1,0000;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;0;0;0,0141;0,6132;0,5991;1,0000;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101524;QA;QUÍMICA AMBIENTAL;2;1C;0;0;0,0267;0,6246;0,5979;1,0000;0,0000;0,0000
101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;4;1C;0;0;0,0087;0,6064;0,5977;1,0000;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;4;1C;0;0;0,0071;0,6045;0,5974;1,0000;0,0000;0,0000
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0134;0,6097;0,5963;1,0000;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0356;0,6302;0,5946;1,0000;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;0;0;0,0095;0,6035;0,5940;1,0000;0,0000;0,0000
101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;4;1C;101565;TPEU;TECNICAS PARA LA EVALUACIÓN URBANA;4;2C;0;0;0,3131;0,9053;0,5922;1,0000;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;4;1C;0;0;0,0749;0,6666;0,5917;1,0000;0,0000;0,1245
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;4;1C;0;0;0,0241;0,6140;0,5899;1,0000;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;0;0;0,0089;0,5979;0,5890;1,0000;0,0000;0,0000
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;0;0;0,0787;0,6677;0,5890;1,0000;0,0000;0,1435
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101529;EA;ECONOMÍA AMBIENTAL;2;2C;0;0;0,0135;0,6012;0,5877;1,0000;0,0000;0,0000
